date,target_pct_opening_ev,candidate_count,qualifying_unique_combinations,opening_ev_pct,tolerance_pp,status,achieved_ev_ratio_min,achieved_ev_ratio_max,scenario_realized_return_min_pct,scenario_realized_return_max_pct
2025-09-13,70,50000,0,21.30413691935857,1.0,no_sampled_match_no_bet,,,,
2025-09-13,80,50000,4807,21.30413691935857,1.0,qualified,79.00018763901599,80.99990987985277,13.981844872806542,23.191427851629328
2025-09-13,90,50000,4057,21.30413691935857,1.0,qualified,89.00080894626697,90.99948911043359,12.492236703193498,26.908003194958972
2025-09-13,100,50000,8096,21.30413691935857,1.0,qualified,99.00036023396503,100.99669402428529,16.109565932996063,25.634077635046022
2025-09-27,50,50000,1928,4.88870728045923,1.0,qualified,49.0002914992949,50.999966906184596,5.236795094074018,15.500577456302466
2025-09-27,60,50000,1816,4.88870728045923,1.0,qualified,59.00015282950558,60.99930820308419,6.413605050640781,17.427895382745444
2025-09-27,70,50000,1807,4.88870728045923,1.0,qualified,69.00000014336774,70.99952652055744,8.072243751102667,19.114621441631733
2025-09-27,80,50000,1778,4.88870728045923,1.0,qualified,79.0019153014682,80.9968202407093,9.737880337899666,21.008033980126473
2025-09-27,90,50000,1968,4.88870728045923,1.0,qualified,89.00093877752019,90.99949960405193,11.429968864178969,22.46613751676367
2025-09-27,100,50000,1335,4.88870728045923,1.0,qualified,99.00045407673159,99.99999999999999,13.189293289184075,23.098964489955375
2025-10-04,50,50000,0,8.599855442638422,1.0,no_sampled_match_no_bet,,,,
2025-10-04,60,50000,0,8.599855442638422,1.0,no_sampled_match_no_bet,,,,
2025-10-04,70,50000,9,8.599855442638422,1.0,qualified,69.08116911601728,70.89335096691714,16.32245616720109,18.330934820505508
2025-10-04,80,50000,789,8.599855442638422,1.0,qualified,79.00182976851276,80.99903095845171,13.196047054949208,28.006158739906233
2025-10-04,90,50000,6334,8.599855442638422,1.0,qualified,89.00021669476762,90.9997648480325,13.824422356263216,30.428453119917766
2025-10-04,100,50000,2954,8.599855442638422,1.0,qualified,99.00000049087032,100.99327105475982,16.741183104361205,32.74371443417484
2025-10-11,50,50000,1347,11.750863666919109,1.0,qualified,49.000467516908195,50.997230793782535,-11.864283514262361,8.905372481060798
2025-10-11,60,50000,1214,11.750863666919109,1.0,qualified,59.00093671086627,60.999966462106116,-10.711154387043619,13.429225321157393
2025-10-11,70,50000,1166,11.750863666919109,1.0,qualified,69.00103027804097,70.9988010409589,-7.773135820032302,12.668173811986561
2025-10-11,80,50000,1703,11.750863666919109,1.0,qualified,79.00171921440494,80.999627818079,-7.185102936286528,16.002728354632207
2025-10-11,90,50000,2270,11.750863666919109,1.0,qualified,89.00082601205338,90.99986294036415,-2.972718980892734,17.137760963732156
2025-10-11,100,50000,2364,11.750863666919109,1.0,qualified,99.0001968748234,100.94312756627616,1.5859357880302298,17.432620342351125
2025-10-18,50,50000,0,2.2157487868399333,1.0,no_sampled_match_no_bet,,,,
2025-10-18,60,50000,0,2.2157487868399333,1.0,no_sampled_match_no_bet,,,,
2025-10-18,70,50000,8,2.2157487868399333,1.0,qualified,69.76810736476907,70.941399965373,-11.23644108060332,-5.178363888096703
2025-10-18,80,50000,29,2.2157487868399333,1.0,qualified,79.00760608943204,80.95676097128944,-11.816925256905975,-5.611233810344869
2025-10-18,90,50000,41,2.2157487868399333,1.0,qualified,89.03964732333608,90.90268139505405,-12.211942783454486,-5.897649318800922
2025-10-18,100,50000,2579,2.2157487868399333,1.0,qualified,99.00209565203436,100.99158190190504,-24.299487491196512,-6.34917763817673
2025-10-25,50,50000,0,12.029209624724539,1.0,no_sampled_match_no_bet,,,,
2025-10-25,60,50000,1361,12.029209624724539,1.0,qualified,59.0094683429605,60.99940209281654,-24.919598503742854,-16.11851488735673
2025-10-25,70,50000,1784,12.029209624724539,1.0,qualified,69.00568697946473,70.9976154940092,-24.948942862532085,-12.08632483529264
2025-10-25,80,50000,2033,12.029209624724539,1.0,qualified,79.0000780657754,80.9998745254442,-21.49647578959969,-9.126658107242145
2025-10-25,90,50000,2217,12.029209624724539,1.0,qualified,89.00047399252853,90.99963792030191,-19.079737739398002,-6.473120216789546
2025-10-25,100,50000,5123,12.029209624724539,1.0,qualified,99.00061489020996,100.99870155863216,-16.015416392455233,-5.870667675641952
2025-11-01,50,50000,0,12.482408936102377,1.0,no_sampled_match_no_bet,,,,
2025-11-01,60,50000,1655,12.482408936102377,1.0,qualified,59.000232733692926,60.999146446371405,17.69510912760055,28.03721987552702
2025-11-01,70,50000,2015,12.482408936102377,1.0,qualified,69.00073224501642,70.99866505199792,14.604087598031976,32.13604902356683
2025-11-01,80,50000,2412,12.482408936102377,1.0,qualified,79.0000722100773,80.99943360568332,15.877423577363992,36.41902634953753
2025-11-01,90,50000,2682,12.482408936102377,1.0,qualified,89.00133300921317,90.99909358468899,19.116699237725207,34.94438108872146
