,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
6,jiri prochazka,0.08792579721505332,0.18202438499999996,2.35,2.309183673469388,1,0.5029891,0.44282300252638995,0.4653826501970231,2025-01-18,1.0,0.08792579721505332,2.35
2,nassourdine imavov,0.05942086185203956,0.273041,2.5,4.875,0,0.5092164,0.254776832103024,0.496813888605266,2025-02-01,0.0,0.05942086185203956,2.5
7,fares ziam,0.05942086185203956,0.17577822600000004,2.35,4.875,1,0.50033116,0.254776832103024,0.496813888605266,2025-02-01,1.0,0.05942086185203956,2.35
3,zhang weili,0.08777066317543414,0.15630038999999996,2.3,2.3952380952380956,1,0.5027393,0.38474714039894997,0.30630814811643514,2025-02-08,1.0,0.08777066317543414,2.3
4,dricus du plessis,0.08777066317543414,0.12973078571428592,1.4761904761904765,2.3952380952380956,1,0.7653015,0.38474714039894997,0.30630814811643514,2025-02-08,1.0,0.08777066317543414,1.4761904761904765
0,gabriel bonfim,0.038136906862910894,0.04050240000000005,1.4545454545454546,-1.0,1,0.7153454,0.49594796433644,0.041991682646257855,2025-02-15,1.0,-0.038136906862910894,1.4545454545454546
8,gregory rodrigues,0.038136906862910894,0.0014313111111110555,1.4444444444444444,-1.0,0,0.6932986,0.49594796433644,0.041991682646257855,2025-02-15,1.0,-0.038136906862910894,1.4444444444444444
2,anthony hernandez,0.15483637527196778,0.1113604252252251,1.3003003003003002,0.8204204204204202,0,0.8546952,0.6471162656590079,0.17802366439186357,2025-02-22,0.0,0.15483637527196778,1.3003003003003002
4,song yadong,0.15483637527196778,0.05998345599999988,1.4,0.8204204204204202,0,0.75713104,0.6471162656590079,0.17802366439186357,2025-02-22,0.0,0.15483637527196778,1.4
1,danny silva,0.10844740883763851,0.2141710699999999,1.4,1.6068965517241374,1,0.86726505,0.525136359527925,0.3689761648383145,2025-03-01,1.0,0.10844740883763851,1.4
3,cody brundage,0.10844740883763851,0.12749858620689636,1.862068965517241,1.6068965517241374,1,0.6055085,0.525136359527925,0.3689761648383145,2025-03-01,1.0,0.10844740883763851,1.862068965517241
3,iasmin lucindo,0.07997885803208264,0.18236358307692302,1.7692307692307692,-1.0,0,0.66829246,0.34589855388457597,0.3341041147517414,2025-03-08,1.0,-0.07997885803208264,1.7692307692307692
4,brunno ferreira,0.07997885803208264,0.12833660800000002,2.18,-1.0,1,0.5175856,0.34589855388457597,0.3341041147517414,2025-03-08,1.0,-0.07997885803208264,2.18
4,stephanie luciano,0.11657267767536023,0.14341053272727255,1.606060606060606,-1.0,1,0.71193486,0.541982909316576,0.30568609971720595,2025-03-15,0.0,-0.11657267767536023,1.606060606060606
5,waldo cortes acosta,0.11657267767536023,0.1419224,1.5,-1.0,1,0.7612816,0.541982909316576,0.30568609971720595,2025-03-15,1.0,-0.11657267767536023,1.5
0,shauna bannon,0.08974478939592956,0.12693590428571422,1.5714285714285714,2.362857142857143,1,0.71714103,0.36109291514481895,0.21430388892986252,2025-03-22,1.0,0.08974478939592956,1.5714285714285714
1,chris padilla,0.08974478939592956,0.07752702199999995,2.14,2.362857142857143,0,0.5035173,0.36109291514481895,0.21430388892986252,2025-03-22,0.0,0.08974478939592956,2.14
2,manuel torres,0.11665980068123621,0.1818459327868852,1.819672131147541,1.4162859446385379,1,0.6494829,0.55824860817462,0.34888826554636054,2025-03-29,1.0,0.11665980068123621,1.819672131147541
5,rafa garcia,0.11665980068123621,0.14134019344262283,1.3278688524590163,1.4162859446385379,1,0.8595278,0.55824860817462,0.34888826554636054,2025-03-29,1.0,0.11665980068123621,1.3278688524590163
2,brad tavares,0.12924378409725643,0.21083202962962966,1.617283950617284,1.1990407673860908,1,0.7486824,0.61366962038076,0.34948451292363747,2025-04-05,1.0,0.12924378409725643,1.617283950617284
0,lerone murphy,0.12924378409725643,0.11451008884892067,1.359712230215827,1.1990407673860908,0,0.81966615,0.61366962038076,0.34948451292363747,2025-04-05,0.0,0.12924378409725643,1.359712230215827
4,diego lopes,0.06413558441421596,0.2950011480000001,2.3600000000000003,-1.0,0,0.5487293,0.28588708733311996,0.4843257574335591,2025-04-12,1.0,-0.06413558441421596,2.3600000000000003
7,yan xiaonan,0.06413558441421596,0.14619648000000007,2.2,-1.0,1,0.5209984,0.28588708733311996,0.4843257574335591,2025-04-12,0.0,-0.06413558441421596,2.2
