,y_pred,y_true,test_open_odds,p_red,p_blue,p_red_model,p_blue_model,pred_conf,confidence,uncertainty,agreement,set_size,gap
344,1,1.0,0.5,0.6925279875032544,0.10596198906534757,0.6780060782730318,0.32199392172696817,1,0.6925279875032544,0.10596198906534757,1,2,0.5865659984379068
345,0,1.0,0.3597122302158271,0.12678989846394167,0.6664931007550117,0.3416361390564974,0.6583638609435025,0,0.6664931007550117,0.12678989846394167,1,2,0.5397032022910699
346,1,1.0,0.6134969325153374,0.6774277531892736,0.11299140848737307,0.6694538103355446,0.33054618966445537,1,0.6774277531892736,0.11299140848737307,1,2,0.5644363447019005
347,1,1.0,0.25,0.9747461598542047,0.005467326217130955,0.8523400895156541,0.1476599104843459,1,0.9747461598542047,0.005467326217130955,1,1,0.9692788336370737
348,0,0.0,0.6134969325153374,0.22468107263733403,0.4988284300963291,0.4238356867699045,0.5761643132300955,0,0.4988284300963291,0.22468107263733403,1,2,0.2741473574589951
349,0,0.0,0.617283950617284,0.18198385837021608,0.5605311116896642,0.3946728388435947,0.6053271611564053,0,0.5605311116896642,0.18198385837021608,1,2,0.3785472533194481
350,0,0.0,0.36363636363636376,0.015881280916428014,0.9164280135381411,0.20538846516280249,0.7946115348371975,0,0.9164280135381411,0.015881280916428014,1,1,0.900546732621713
351,1,1.0,0.3999999999999999,0.7948450924238479,0.05935954178599323,0.7244977482165199,0.2755022517834801,1,0.7948450924238479,0.05935954178599323,1,1,0.7354855506378547
352,1,1.0,0.3999999999999999,0.8440510283780266,0.03827128351991669,0.7515104844035791,0.24848951559642085,1,0.8440510283780266,0.03827128351991669,1,1,0.8057797448581099
353,1,0.0,0.7246376811594204,0.38453527727154385,0.32699817755792765,0.5194981176759426,0.48050188232405744,1,0.38453527727154385,0.32699817755792765,1,2,0.0575370997136162
354,0,0.0,0.8,0.08200989325696434,0.7534496224941422,0.30403899035269744,0.6959610096473026,0,0.7534496224941422,0.08200989325696434,1,1,0.6714397292371779
